qid,target_relation,questions,relation_id,relation_labels
Q5982188,P21,what is roger mccluskey's gender,dict_keys([]),dict_values([])
Q2118895,P264,which label is the association signed to,"dict_keys(['performer', 'author', 'producer'])","dict_values(['P175', 'P50', 'P162'])"
Q2405380,P27,what is terrie moffitt's nationality?,"dict_keys(['author', 'doctoral student', 'doctoral advisor'])","dict_values(['P50', 'P185', 'P184'])"
Q25227,P19,Who in an individual born in netherlands antilles?,"dict_keys(['country', 'follows', 'part of', 'diplomatic relation', 'applies to jurisdiction', 'different from', 'item for this sense', 'country for sport', 'country of citizenship', 'place of birth', 'located in the administrative territorial entity', 'location', 'main subject', 'category combines topics', 'named after', ""category's main topic"", 'participant', 'followed by', 'headquarters location', 'country of origin', ""Wikimedia portal's main topic"", 'facet of', 'represents', 'country of registry', 'interested in'])","dict_values(['P17', 'P155', 'P361', 'P530', 'P1001', 'P1889', 'P5137', 'P1532', 'P27', 'P19', 'P131', 'P276', 'P921', 'P971', 'P138', 'P301', 'P710', 'P156', 'P159', 'P495', 'P1204', 'P1269', 'P1268', 'P8047', 'P2650'])"
Q1631560,P413,What position does football player Ian Marshall play?,dict_keys([]),dict_values([])
Q2714041,P413,What is the position that athlete Álvaro lopes cançado plays?,dict_keys(['different from']),dict_values(['P1889'])
Q193592,P413,Who's a midfielder from brazil,"dict_keys(['part of', 'position played on team / speciality', 'subclass of', 'position held', 'occupation', 'field of work', 'place of birth', ""category's main topic"", 'given name', 'item for this sense'])","dict_values(['P361', 'P413', 'P279', 'P39', 'P106', 'P101', 'P19', 'P301', 'P735', 'P5137'])"
Q6068983,P27,what is irene dailey's nationality,dict_keys(['cast member']),dict_values(['P161'])
Q541412,P136,What kind of movie is 13 ghosts,dict_keys(['different from']),dict_values(['P1889'])
Q7693326,P27,which country is ted husing from,dict_keys(['cast member']),dict_values(['P161'])
Q108418,P131,"What is a village contained by cook county, illinois?","dict_keys(['place of birth', 'shares border with', 'place of death', 'located in the administrative territorial entity', 'employer', 'contains the administrative territorial entity', 'capital of', 'different from', 'location', ""category's main topic"", 'category combines topics', 'applies to jurisdiction', 'template has topic', 'operating area', 'territory overlaps', 'location of formation', 'residence', 'represents'])","dict_values(['P19', 'P47', 'P20', 'P131', 'P108', 'P150', 'P1376', 'P1889', 'P276', 'P301', 'P971', 'P1001', 'P1423', 'P2541', 'P3179', 'P740', 'P551', 'P1268'])"
Q4053272,P123,what is the publisher company of the x-com game,dict_keys([]),dict_values([])
Q291714,P19,Where was teresa rabal born,"dict_keys(['child', 'spouse', 'cast member', 'sibling'])","dict_values(['P40', 'P26', 'P161', 'P3373'])"
Q313884,P495,where is just married filmed?,dict_keys(['notable work']),dict_values(['P800'])
Q4886730,P19,which city was ben wright born in,dict_keys([]),dict_values([])
Q6732856,P495,What country made the film time of death,dict_keys([]),dict_values([])
Q845432,P136,what kind of music is on combat rock?,"dict_keys(['part of', 'has part(s)', 'published in'])","dict_values(['P361', 'P527', 'P1433'])"
Q483352,P136,"what is an American thrash metal band from Cypress, California","dict_keys(['genre', 'subclass of', 'main subject', ""category's main topic""])","dict_values(['P136', 'P279', 'P921', 'P301'])"
Q2616683,P413,"which position does the football player, radojko avramović, play",dict_keys([]),dict_values([])
Q280658,P413,Name someone who plays forward position in football,"dict_keys(['position played on team / speciality', 'position held', 'located in the administrative territorial entity', 'fictional analog of', 'subclass of', ""category's main topic"", 'item for this sense', 'opposite of'])","dict_values(['P413', 'P39', 'P131', 'P1074', 'P279', 'P301', 'P5137', 'P461'])"
Q3499695,P136,what style of music does stompin tom connors belong to?,"dict_keys(['performer', 'composer', 'cast member', 'participant'])","dict_values(['P175', 'P86', 'P161', 'P710'])"
Q809085,P20,where did barry potomski die,dict_keys([]),dict_values([])
Q7445480,P136,what novel genre is see delphi and die,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q2443440,P1431,what films have been produced by deborah snyder?,"dict_keys(['producer', 'spouse', 'founded by', 'executive producer'])","dict_values(['P162', 'P26', 'P112', 'P1431'])"
Q5350178,P136,what is the genre of the film ek chadar maili si,dict_keys([]),dict_values([])
Q7720278,P136,what book genre is the broken vase?,dict_keys(['followed by']),dict_values(['P156'])
Q1045199,P27,where is carroll timothy o'meara from,dict_keys(['film editor']),dict_values(['P1040'])
Q2269965,P136,What kind of music is aber bitte mit sahne!,dict_keys([]),dict_values([])
Q84848,P20,Where did friedrich katz die,dict_keys(['named after']),dict_values(['P138'])
Q3132685,P19,Where was henry chapier born,"dict_keys(['director', 'cast member', 'screenwriter', 'creator', 'presenter'])","dict_values(['P57', 'P161', 'P58', 'P170', 'P371'])"
Q16955963,P136,"what music genre is on the album new acoustic sessions, volume 1?",dict_keys([]),dict_values([])
Q1983457,P112,who are some of the founders of the polygram filmed entertainment?,"dict_keys(['production company', ""category's main topic"", 'record label', 'operator', 'distributed by', 'owner of'])","dict_values(['P272', 'P301', 'P264', 'P137', 'P750', 'P1830'])"
Q627993,P136,what kind of music does solution .45 perform,"dict_keys(['member of', 'performer'])","dict_values(['P463', 'P175'])"
Q126399,P264,warner bros. was the record label of what group,"dict_keys(['employer', 'owned by', 'record label', 'producer', 'production company', 'founded by', 'distributed by', 'parent organization', 'has subsidiary', 'Wikidata property example', 'owner of', 'location', 'operator', 'winner', 'followed by', 'template has topic', 'named after', 'category combines topics', 'participant', 'publisher', 'plaintiff', 'copyright holder', 'discoverer or inventor', 'creator', 'said to be the same as', 'distribution format', 'main subject', 'represents', 'organization directed by the office or position', ""category's main topic"", 'occupant', 'has part(s)', 'filming location'])","dict_values(['P108', 'P127', 'P264', 'P162', 'P272', 'P112', 'P750', 'P749', 'P355', 'P1855', 'P1830', 'P276', 'P137', 'P1346', 'P156', 'P1423', 'P138', 'P971', 'P710', 'P123', 'P1620', 'P3931', 'P61', 'P170', 'P460', 'P437', 'P921', 'P1268', 'P2389', 'P301', 'P466', 'P527', 'P915'])"
Q993066,P264,who is an artist signed to ipecac recordings,"dict_keys(['record label', 'category combines topics', 'distributed by', 'different from'])","dict_values(['P264', 'P971', 'P750', 'P1889'])"
Q449045,P21,Which gender is jessica garlick,"dict_keys(['performer', 'participant'])","dict_values(['P175', 'P710'])"
Q7995779,P136,what kind of book is whitechapel gods,dict_keys(['edition or translation of']),dict_values(['P629'])
Q3001888,P264,who is an artist signed to sony bmg music entertainment,"dict_keys(['record label', 'owned by', 'publisher', 'operator', 'developer', 'distributed by', 'production company', 'parent organization', 'replaced by', 'owner of', ""category's main topic"", 'category combines topics', 'producer', 'creator', 'replaces', 'main subject'])","dict_values(['P264', 'P127', 'P123', 'P137', 'P178', 'P750', 'P272', 'P749', 'P1366', 'P1830', 'P301', 'P971', 'P162', 'P170', 'P1365', 'P921'])"
Q15462668,P106,What is hugh stretton's profession?,dict_keys([]),dict_values([])
Q472055,P136,What is an example of a strategy video game?,"dict_keys(['item for this sense', 'genre', 'subclass of', ""category's main topic""])","dict_values(['P5137', 'P136', 'P279', 'P301'])"
Q182415,P136,What's a reality television show broadcast on fox,"dict_keys(['genre', 'item for this sense', 'occupation', 'subclass of', 'main subject', 'instance of', 'different from', 'depicts', ""category's main topic"", 'field of work', 'has use', 'field of this occupation', 'industry'])","dict_values(['P136', 'P5137', 'P106', 'P279', 'P921', 'P31', 'P1889', 'P180', 'P301', 'P101', 'P366', 'P425', 'P452'])"
Q1332885,P509,what caused julian beck's death,"dict_keys(['spouse', 'screenwriter', 'director', 'cast member', 'founded by', 'production designer'])","dict_values(['P26', 'P58', 'P57', 'P161', 'P112', 'P2554'])"
Q6771974,P21,What is the gender of marlon ventura rodrigues?,dict_keys([]),dict_values([])
Q1164706,P1303,What's an instrument that danny moss plays,"dict_keys(['spouse', 'participant', 'author'])","dict_values(['P26', 'P710', 'P50'])"
Q1781,P19,which actress was born in budapest?,"dict_keys(['country', 'place of birth', 'filming location', 'main subject', 'place of publication', 'work location', 'place served by transport hub', ""category's main topic"", 'location', 'part of', 'residence', 'said to be the same as', 'terminus', 'terminus location', 'exhibition history', 'location of formation', 'narrative location', 'origin of the watercourse', 'has part(s)', 'port of registry', 'significant place', 'demonym of', 'category combines topics', 'applies to jurisdiction', 'depicts', 'twinned administrative body', 'location of creation', 'facet of', 'start point', 'primary destinations', 'template has topic', ""Wikimedia portal's main topic"", 'published in', 'destination point', 'recording location', 'Wikidata property example', 'operating area', 'location of first performance', 'item for this sense', 'connects with', 'place of detention', 'place of death', 'located in the administrative territorial entity', 'capital', 'shares border with', 'place of burial', 'named after', 'contains the administrative territorial entity', 'headquarters location', 'manufacturer'])","dict_values(['P17', 'P19', 'P915', 'P921', 'P291', 'P937', 'P931', 'P301', 'P276', 'P361', 'P551', 'P460', 'P559', 'P609', 'P608', 'P740', 'P840', 'P885', 'P527', 'P532', 'P7153', 'P6271', 'P971', 'P1001', 'P180', 'P190', 'P1071', 'P1269', 'P1427', 'P1302', 'P1423', 'P1204', 'P1433', 'P1444', 'P8546', 'P1855', 'P2541', 'P4647', 'P5137', 'P2789', 'P2632', 'P20', 'P131', 'P36', 'P47', 'P119', 'P138', 'P150', 'P159', 'P176'])"
Q180228,P179,what is a season on smallville,"dict_keys(['part of the series', 'named after', 'present in work', 'notable work', 'Wikidata property example', 'derivative work', ""category's main topic"", 'main subject', 'fictional universe described in', 'facet of'])","dict_values(['P179', 'P138', 'P1441', 'P800', 'P1855', 'P4969', 'P301', 'P921', 'P1445', 'P1269'])"
Q205519,P136,Which genre of music does jacopo peri sing?,"dict_keys(['composer', 'main subject', ""category's main topic"", 'student', 'category combines topics', 'different from'])","dict_values(['P86', 'P921', 'P301', 'P802', 'P971', 'P1889'])"
Q726126,P58,what films have shane black written?,"dict_keys(['director', 'screenwriter', 'cast member', 'producer', 'creator', 'category combines topics', 'template has topic', 'executive producer'])","dict_values(['P57', 'P58', 'P161', 'P162', 'P170', 'P971', 'P1423', 'P1431'])"
Q3142269,P27,what is the nationality of hugh iorys hughes?,dict_keys([]),dict_values([])
Q3304532,P27,Which nation is mehdi sahnoune from?,dict_keys([]),dict_values([])
Q667659,P136,what artist is a form of funk metal?,"dict_keys(['genre', ""category's main topic""])","dict_values(['P136', 'P301'])"
Q19842222,P136,Name a film in the crime fiction genre,dict_keys([]),dict_values([])
Q1107,P136,what is the name of a anime,"dict_keys(['main subject', 'product or material produced', 'item for this sense', 'instance of', 'different from', 'genre', 'field of work', 'subclass of', ""category's main topic"", 'has part(s)', 'category combines topics', 'industry', 'is a list of', 'influenced by', 'named after', 'facet of', 'template has topic', 'used by', 'fabrication method', 'typically sells', 'category contains', 'part of', 'opposite of', 'interested in', 'is metaclass for'])","dict_values(['P921', 'P1056', 'P5137', 'P31', 'P1889', 'P136', 'P101', 'P279', 'P301', 'P527', 'P971', 'P452', 'P360', 'P737', 'P138', 'P1269', 'P1423', 'P1535', 'P2079', 'P7163', 'P4224', 'P361', 'P461', 'P2650', 'P8225'])"
Q717674,P140,Which religion does gerrit zalm practice?,"dict_keys(['named after', 'has part(s)', 'participant', 'director / manager', 'board member'])","dict_values(['P138', 'P527', 'P710', 'P1037', 'P3320'])"
Q746211,P136,What kind of metal is played on thrash anthems,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3760907,P21,What is gerard j. arpey's gender?,dict_keys(['board member']),dict_values(['P3320'])
Q326564,P364,"in which language is rupert bear, follow the magic... spoken",dict_keys([]),dict_values([])
Q1849841,P136,what kind of music does rhydian play,dict_keys(['performer']),dict_values(['P175'])
Q2593862,P136,What music genre is Ed Kuepper?,"dict_keys(['composer', 'performer', 'producer'])","dict_values(['P86', 'P175', 'P162'])"
Q16266774,P404,what's one of the gameplay options for the revenge of shinobi,dict_keys([]),dict_values([])
Q13377795,P136,Name a mystery film.,"dict_keys(['part of', 'said to be the same as', 'main subject'])","dict_values(['P361', 'P460', 'P921'])"
Q3783013,P495,which european nation is the apostle in?,dict_keys([]),dict_values([])
Q3038687,P136,what type of videogame is dragon's revenge?,dict_keys([]),dict_values([])
Q164444,P136,which funk artists are from new jersey?,"dict_keys(['item for this sense', 'genre', 'subclass of', 'Wikidata property example', 'based on', 'named after', 'field of work', 'influenced by', 'radio format', 'field of this occupation', ""category's main topic"", 'category combines topics', 'facet of'])","dict_values(['P5137', 'P136', 'P279', 'P1855', 'P144', 'P138', 'P101', 'P737', 'P415', 'P425', 'P301', 'P971', 'P1269'])"
Q599665,P276,what event took place in kfar darom,"dict_keys(['located in the administrative territorial entity', 'contains the administrative territorial entity', 'location'])","dict_values(['P131', 'P150', 'P276'])"
Q6703380,P136,which continent does lumo take place in,dict_keys([]),dict_values([])
Q7000797,P106,What profession does carl gregory have,"dict_keys(['director', 'discoverer or inventor', 'director of photography'])","dict_values(['P57', 'P61', 'P344'])"
Q20721,P119,where is luigi cherubini buried,"dict_keys(['spouse', 'composer', 'author', 'named after', 'performer', 'depicts', ""category's main topic"", 'main subject', 'student', 'student of', 'category combines topics', 'partner in business or sport'])","dict_values(['P26', 'P86', 'P50', 'P138', 'P175', 'P180', 'P301', 'P921', 'P802', 'P1066', 'P971', 'P1327'])"
Q650980,P1308,who is robert bourassa,"dict_keys(['named after', 'author', 'successful candidate', 'cast member', 'depicts'])","dict_values(['P138', 'P50', 'P991', 'P161', 'P180'])"
Q336640,P1303,What is an instrument that david byrne played?,"dict_keys(['author', 'spouse', 'director', 'screenwriter', 'composer', 'editor', 'cast member', 'producer', 'performer', 'founded by', 'lyrics by', 'has part(s)', 'winner', 'different from', 'significant person', 'record label', ""category's main topic"", 'category combines topics', 'participant', 'sound designer', 'template has topic'])","dict_values(['P50', 'P26', 'P57', 'P58', 'P86', 'P98', 'P161', 'P162', 'P175', 'P112', 'P676', 'P527', 'P1346', 'P1889', 'P3342', 'P264', 'P301', 'P971', 'P710', 'P5028', 'P1423'])"
Q4088083,P27,is david blanchflower from canada or the united states,dict_keys(['author']),dict_values(['P50'])
Q21,P276,what event takes place in england,"dict_keys(['place of birth', 'organizer', 'located in/on physical feature', 'country of origin', 'participant', 'narrative location', 'is a list of', 'part of', 'influenced by', 'location of formation', 'approved by', 'recorded at studio or venue', 'depicts', 'location of discovery', 'basin country', 'location', 'place of publication', ""category's main topic"", 'indigenous to', 'operating area', 'demonym of', 'inscription mentions', 'type locality (biology)', 'item for this sense', 'culture', 'permanent duplicated item', 'type locality (geology)', 'place of death', 'filming location', 'allegiance', 'category combines topics', 'main subject', 'country of registry', 'recording location', 'has part(s)', 'diplomatic relation', 'residence', 'location of first performance', 'work location', 'country of citizenship', 'applies to jurisdiction', 'ancestral home', 'shares border with', 'site of astronomical discovery', 'place of burial', 'founded by', 'located in the administrative territorial entity', 'owned by', 'location of creation', 'named after', 'operator', 'genre', 'contains the administrative territorial entity', 'headquarters location', 'ethnic group', 'manufacturer', 'fictional analog of', 'country for sport', 'facet of', ""Wikimedia portal's main topic"", 'winner', 'capital of', 'start point', 'published in', 'destination point', 'Wikidata property example', 'different from'])","dict_values(['P19', 'P664', 'P706', 'P495', 'P710', 'P840', 'P360', 'P361', 'P737', 'P740', 'P790', 'P483', 'P180', 'P189', 'P205', 'P276', 'P291', 'P301', 'P2341', 'P2541', 'P6271', 'P6568', 'P5304', 'P5137', 'P2596', 'P2959', 'P2695', 'P20', 'P915', 'P945', 'P971', 'P921', 'P8047', 'P8546', 'P527', 'P530', 'P551', 'P4647', 'P937', 'P27', 'P1001', 'P66', 'P47', 'P65', 'P119', 'P112', 'P131', 'P127', 'P1071', 'P138', 'P137', 'P136', 'P150', 'P159', 'P172', 'P176', 'P1074', 'P1532', 'P1269', 'P1204', 'P1346', 'P1376', 'P1427', 'P1433', 'P1444', 'P1855', 'P1889'])"
Q130553,P17,what country is the manisa province division in,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'place of burial', 'category combines topics', 'place of death', 'shares border with', 'has part(s)', 'capital of', 'contains the administrative territorial entity', ""category's main topic"", 'operating area'])","dict_values(['P19', 'P131', 'P119', 'P971', 'P20', 'P47', 'P527', 'P1376', 'P150', 'P301', 'P2541'])"
Q1530721,P272,what is the name of a film produced by the national film board of canada?,"dict_keys(['employer', 'commissioned by', 'producer', 'production company', 'named after', 'influenced by', 'distributed by', 'operator', 'member of', 'publisher', 'owned by', ""category's main topic"", 'category combines topics', 'part of', 'occupant', 'published in'])","dict_values(['P108', 'P88', 'P162', 'P272', 'P138', 'P737', 'P750', 'P137', 'P463', 'P123', 'P127', 'P301', 'P971', 'P361', 'P466', 'P1433'])"
Q7957201,P170,who is the program creator of the show wwe jakked/metal?,dict_keys([]),dict_values([])
Q13632859,P140,what eastern religion does noah levine practice,dict_keys([]),dict_values([])
Q3430677,P58,who was the writer for the story of king richard and the crusaders,dict_keys(['derivative work']),dict_values(['P4969'])
Q3431712,P136,what genre of game is ride to hell: retribution,dict_keys([]),dict_values([])
Q1955567,P19,Where was mustafa sait yazıcıoğlu born?,dict_keys([]),dict_values([])
Q3293967,P21,What is marjory stephensons gender?,"dict_keys(['author', 'named after', 'main subject'])","dict_values(['P50', 'P138', 'P921'])"
Q8341,P136,what is the name of a jazz album,"dict_keys(['has part(s)', 'part of', 'field of work', 'has use', 'radio format', 'field of this occupation', 'depicts', 'subclass of', 'interested in', 'studies', 'genre', 'influenced by', 'statement is subject of', 'main subject', ""category's main topic"", 'movement', 'occupation', 'inspired by', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'item for this sense', 'Wikidata property example', 'template has topic', 'different from', 'is metaclass for', 'named after', 'based on'])","dict_values(['P527', 'P361', 'P101', 'P366', 'P415', 'P425', 'P180', 'P279', 'P2650', 'P2578', 'P136', 'P737', 'P805', 'P921', 'P301', 'P135', 'P106', 'P941', 'P971', 'P1269', 'P1204', 'P5137', 'P1855', 'P1423', 'P1889', 'P8225', 'P138', 'P144'])"
Q3300702,P404,which mode is kill switch played in,dict_keys(['different from']),dict_values(['P1889'])
Q7997121,P136,what is the genre of the album whos the man,dict_keys(['part of']),dict_values(['P361'])
Q7934075,P364,What language is the film virginias run recorded in?,dict_keys([]),dict_values([])
Q460176,P40,who were meryatum's parents,"dict_keys(['child', 'sibling'])","dict_values(['P40', 'P3373'])"
Q15179418,P149,what architectural style is used in all saints' episcopal church,dict_keys([]),dict_values([])
Q2166261,P289,what ship class is the uss los angeles (ssn-688),dict_keys(['named after']),dict_values(['P138'])
Q334718,P140,what religion does nasser mohammed al-ahmed al-sabah practice,dict_keys([]),dict_values([])
Q483352,P136,who is an artist that makes thrash metal music,"dict_keys(['genre', 'subclass of', 'main subject', ""category's main topic""])","dict_values(['P136', 'P279', 'P921', 'P301'])"
Q541988,P136,What is the cvg genre for ultima iv: quest of the avatar?,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q1054574,P136,What's an indian romance film film released in 1989,"dict_keys(['subclass of', 'composer', ""category's main topic"", 'genre', 'category combines topics', 'item for this sense', 'facet of'])","dict_values(['P279', 'P86', 'P301', 'P136', 'P971', 'P5137', 'P1269'])"
Q1643439,P136,what kind of movie is dr. pyckle and mr. pryde,dict_keys([]),dict_values([])
Q2127994,P421,in what time zone is thedford located,"dict_keys(['capital', 'located in the administrative territorial entity', 'contains the administrative territorial entity', 'place of publication'])","dict_values(['P36', 'P131', 'P150', 'P291'])"
Q7983841,P21,What is wesley ashton gordon's gender?,dict_keys([]),dict_values([])
Q5443800,P27,what is the nationality of ferdinand anton danneskiold-laurvig,"dict_keys(['father', 'spouse', 'child', 'commissioned by', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P88', 'P3373'])"
Q77297,P738,Who has ernst schröder influenced,"dict_keys(['author', 'named after', 'cast member', 'doctoral advisor', 'doctoral student', ""category's main topic"", 'main subject', 'student'])","dict_values(['P50', 'P138', 'P161', 'P184', 'P185', 'P301', 'P921', 'P802'])"
Q167420,P172,what is the name of a person who is of croats ethnicity,"dict_keys(['ethnic group', 'part of', 'main subject', 'different from', 'item for this sense', 'has part(s)', 'subclass of', ""category's main topic"", 'participant', 'studies'])","dict_values(['P172', 'P361', 'P921', 'P1889', 'P5137', 'P527', 'P279', 'P301', 'P710', 'P2578'])"
Q460031,P264,under which label does emma hewitt work,dict_keys(['performer']),dict_values(['P175'])
Q3446222,P364,is the sisters in spanish or the english language,dict_keys([]),dict_values([])
Q1274622,P19,Where was the place of birth of thomas rath,dict_keys(['cast member']),dict_values(['P161'])
Q6943140,P136,what kind of book is mussolini: his part in my downfall,dict_keys(['followed by']),dict_values(['P156'])
Q54454,P81,Which line is the north station located on,"dict_keys(['adjacent station', 'terminus', 'interchange station', 'different from', 'category combines topics'])","dict_values(['P197', 'P559', 'P833', 'P1889', 'P971'])"
Q390274,P27,What is henry akin's nationality?,dict_keys([]),dict_values([])
Q6109073,P1431,who was one of the executive produced the movie ripple effect,dict_keys([]),dict_values([])
Q781698,P495,what country is chuggington originally from?,dict_keys([]),dict_values([])
Q2320733,P407,in what language was the composition eclipse made in,dict_keys(['recording or performance of']),dict_values(['P2550'])
Q4768277,P19,Where was anne donahue born,dict_keys([]),dict_values([])
Q5312811,P413,what position does duke kelleher play?,dict_keys([]),dict_values([])
Q7971423,P136,what type of rock is the album wash the sins not only the face considered,"dict_keys(['followed by', 'part of'])","dict_values(['P156', 'P361'])"
Q1344,P136,Who is an opera artist?,"dict_keys(['has part(s)', 'field of work', 'is a list of', 'instance of', 'genre', 'occupation', 'part of', 'has use', 'field of this occupation', 'category combines topics', 'notable work', 'main subject', 'category contains', 'musical conductor', 'depicts', 'interested in', 'house publication', 'subclass of', ""category's main topic"", 'industry', 'item for this sense', 'product or material produced', 'facet of', ""Wikimedia portal's main topic"", 'template has topic', 'form of creative work', 'is metaclass for', 'named after'])","dict_values(['P527', 'P101', 'P360', 'P31', 'P136', 'P106', 'P361', 'P366', 'P425', 'P971', 'P800', 'P921', 'P4224', 'P3300', 'P180', 'P2650', 'P2813', 'P279', 'P301', 'P452', 'P5137', 'P1056', 'P1269', 'P1204', 'P1423', 'P7937', 'P8225', 'P138'])"
Q7781098,P407,which language is thelo in,dict_keys([]),dict_values([])
Q557378,P27,what country is salman the persian from,"dict_keys(['named after', 'characters', 'main subject', 'film editor', 'relative', 'student of'])","dict_values(['P138', 'P674', 'P921', 'P1040', 'P1038', 'P1066'])"
Q725377,P136,what book is a type of graphic novel?,"dict_keys(['item for this sense', 'instance of', 'genre', 'movement', 'main subject', 'different from', 'product or material produced', 'newspaper format', 'field of work', 'subclass of', 'is a list of', ""category's main topic"", 'form of creative work', 'industry', 'notable work', 'category combines topics', 'has part(s) of the class'])","dict_values(['P5137', 'P31', 'P136', 'P135', 'P921', 'P1889', 'P1056', 'P3912', 'P101', 'P279', 'P360', 'P301', 'P7937', 'P452', 'P800', 'P971', 'P2670'])"
Q3264981,P27,what nationality is luca guastini,dict_keys(['cast member']),dict_values(['P161'])
Q24862,P136,what is a short film,"dict_keys(['instance of', 'category contains', 'subclass of', ""category's main topic"", 'is a list of', 'industry', 'opposite of', 'main subject', 'fabrication method', 'interested in', 'has part(s) of the class', 'category combines topics', 'facet of', 'published in', 'original film format', 'greater than', 'product or material produced', 'item for this sense', 'has part(s)', 'form of creative work', 'genre', 'field of work', 'occupation'])","dict_values(['P31', 'P4224', 'P279', 'P301', 'P360', 'P452', 'P461', 'P921', 'P2079', 'P2650', 'P2670', 'P971', 'P1269', 'P1433', 'P3803', 'P5135', 'P1056', 'P5137', 'P527', 'P7937', 'P136', 'P101', 'P106'])"
Q6785059,P140,What religion does master mathan practice,dict_keys([]),dict_values([])
Q260841,P1303,which music instrument is played by charlie burchill,"dict_keys(['lyrics by', 'composer', 'has part(s)', 'producer', 'adapted by'])","dict_values(['P676', 'P86', 'P527', 'P162', 'P5202'])"
Q621679,P172,What is alexander aitken's ethnicity,"dict_keys(['spouse', 'author', 'named after', 'doctoral advisor', 'doctoral student', 'main subject', 'different from'])","dict_values(['P26', 'P50', 'P138', 'P184', 'P185', 'P921', 'P1889'])"
Q1789387,P19,Where in brazil was bibi ferreira born,"dict_keys(['main subject', 'cast member'])","dict_values(['P921', 'P161'])"
Q7758435,P50,who wrote something called the problem of the covered bridge,dict_keys(['follows']),dict_values(['P155'])
Q262259,P27,What is the nationality of,"dict_keys(['author', 'founded by', ""category's main topic"", 'winner'])","dict_values(['P50', 'P112', 'P301', 'P1346'])"
Q4795017,P27,what is the nationality of arnold doren,dict_keys([]),dict_values([])
Q254671,P136,what film genre is coonskin?,dict_keys([]),dict_values([])
Q781835,P136,What genre is priest on netflix,dict_keys([]),dict_values([])
Q343633,P509,How did burgess meredith die?,"dict_keys(['director', 'spouse', 'screenwriter', 'named after', 'cast member', 'performer', 'narrator', 'producer', 'category combines topics'])","dict_values(['P57', 'P26', 'P58', 'P138', 'P161', 'P175', 'P2438', 'P162', 'P971'])"
Q4909781,P19,where was bill kramer born?,dict_keys([]),dict_values([])
Q1738850,P19,where was k. c. irving born,"dict_keys(['father', 'founded by'])","dict_values(['P22', 'P112'])"
Q2345559,P136,what type of film is the masquerader?,dict_keys(['different from']),dict_values(['P1889'])
Q17020539,P175,Who is the artist from the album re-mit,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3195711,P27,what nationality is kevin harrington,dict_keys(['cast member']),dict_values(['P161'])
Q170478,P19,Who was born in bournemouth?,"dict_keys(['place of birth', 'place of death', 'headquarters location', 'located in the administrative territorial entity', 'twinned administrative body', 'residence', 'work location', 'capital', 'named after', 'location', 'category combines topics', 'place of publication', 'location of formation', 'primary destinations', 'main subject', 'place of burial', ""category's main topic"", 'place served by transport hub', 'depicts', 'narrative location', 'interested in'])","dict_values(['P19', 'P20', 'P159', 'P131', 'P190', 'P551', 'P937', 'P36', 'P138', 'P276', 'P971', 'P291', 'P740', 'P1302', 'P921', 'P119', 'P301', 'P931', 'P180', 'P840', 'P2650'])"
Q1087706,P175,what is an album by chromeo,"dict_keys(['performer', 'producer', 'category combines topics'])","dict_values(['P175', 'P162', 'P971'])"
Q1335201,P149,what type of architectural style was st martin-in-the-fields?,"dict_keys(['place of birth', 'place of burial', 'named after', 'depicts', 'place of death', 'collection', 'category combines topics', 'performed at', 'notable work', 'location'])","dict_values(['P19', 'P119', 'P138', 'P180', 'P20', 'P195', 'P971', 'P9788', 'P800', 'P276'])"
Q7716900,P136,What genre of album is the best of bob dylan's theme time radio hour?,dict_keys([]),dict_values([])
Q4899113,P144,who was between time and timbuktu adapted from,dict_keys([]),dict_values([])
Q862073,P19,What is the place of birth of bill easley,dict_keys([]),dict_values([])
Q6771964,P413,what position does marlon piedrahita play in football?,dict_keys([]),dict_values([])
Q712714,P364,What language was spoken in the tv program battle athletes,dict_keys(['followed by']),dict_values(['P156'])
Q644485,P86,who did the music for the film  something wild,dict_keys([]),dict_values([])
Q3629023,P264,Who was on the record label of emi,"dict_keys(['founded by', 'record label', 'employer', 'has subsidiary', 'different from', 'category combines topics', 'business division', 'replaced by', ""category's main topic"", 'copyright holder'])","dict_values(['P112', 'P264', 'P108', 'P355', 'P1889', 'P971', 'P199', 'P1366', 'P301', 'P3931'])"
Q5057031,P495,Where was ceddo filmed?,dict_keys(['notable work']),dict_values(['P800'])
Q3306609,P20,which beach did merritt b. gerstad die in,"dict_keys(['director of photography', 'film editor'])","dict_values(['P344', 'P1040'])"
Q1540109,P138,Who was thomas jefferson national accelerator facility named after?,"dict_keys(['educated at', 'employer', 'location'])","dict_values(['P69', 'P108', 'P276'])"
Q2671510,P421,In which time zone is milltown located?,dict_keys(['place of birth']),dict_values(['P19'])
Q4739789,P21,what gender does amanda wakeley identify as?,dict_keys([]),dict_values([])
Q5298603,P136,What sort of music does dorothy quita buchanan perform,dict_keys([]),dict_values([])
