qid,target_relation,questions,relation_id,relation_labels
Q467402,P19,Where in canada was test born?,dict_keys(['director']),dict_values(['P57'])
Q115061,P17,Name the second level division of chautauqua county,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'shares border with', 'location', 'category combines topics', 'applies to jurisdiction', 'named after', 'contains the administrative territorial entity', ""category's main topic"", 'capital of', 'different from', 'operating area'])","dict_values(['P19', 'P20', 'P131', 'P47', 'P276', 'P971', 'P1001', 'P138', 'P150', 'P301', 'P1376', 'P1889', 'P2541'])"
Q17147161,P50,who wrote pink and say,dict_keys(['notable work']),dict_values(['P800'])
Q318292,P162,what films has roger corman produced,"dict_keys(['director', 'spouse', 'screenwriter', 'founded by', 'cast member', 'producer', 'executive producer', 'production company', 'voice actor', 'main subject', 'guest of honor', 'category combines topics', 'significant person'])","dict_values(['P57', 'P26', 'P58', 'P112', 'P161', 'P162', 'P1431', 'P272', 'P725', 'P921', 'P967', 'P971', 'P3342'])"
Q5173901,P272,What film did cosgrove hall produce?,"dict_keys(['employer', 'creator', 'production company'])","dict_values(['P108', 'P170', 'P272'])"
Q5717565,P413,What baseball position does henry austin play?,dict_keys([]),dict_values([])
Q6790467,P27,Where in europe is matthew engel from,dict_keys([]),dict_values([])
Q5457654,P136,what style of work is flashman in the great game?,"dict_keys(['follows', 'edition or translation of', 'followed by'])","dict_values(['P155', 'P629', 'P156'])"
Q5422199,P136,extradition order  performs what music type,dict_keys([]),dict_values([])
Q7738169,P136,What is the green hornet classified as,dict_keys([]),dict_values([])
Q2272017,P737,who did influence chef eric ripert,"dict_keys(['presenter', 'director / manager'])","dict_values(['P371', 'P1037'])"
Q12301948,P413,which position in football did anthony trucks play as?,dict_keys([]),dict_values([])
Q215359,P175,whats one of dean martin's albums,"dict_keys(['screenwriter', 'father', 'child', 'composer', 'cast member', 'spouse', 'performer', 'has part(s)', 'influenced by', 'partner in business or sport', 'creator', 'main subject', 'characters', ""category's main topic"", 'different from', 'relative', 'presenter', 'category combines topics'])","dict_values(['P58', 'P22', 'P40', 'P86', 'P161', 'P26', 'P175', 'P527', 'P737', 'P1327', 'P170', 'P921', 'P674', 'P301', 'P1889', 'P1038', 'P371', 'P971'])"
Q4976571,P19,where in Pennsylvania was browning nagle born?,dict_keys([]),dict_values([])
Q43845,P106,Name a famous businessman.,"dict_keys(['instance of', 'position held', 'occupation', 'has part(s)', 'field of work', 'depicts', 'subclass of', ""category's main topic"", 'different from', 'intended public', 'main subject', 'category combines topics', 'members have occupation', 'participant', 'is a list of', 'said to be the same as', 'item for this sense', 'employer'])","dict_values(['P31', 'P39', 'P106', 'P527', 'P101', 'P180', 'P279', 'P301', 'P1889', 'P2360', 'P921', 'P971', 'P3989', 'P710', 'P360', 'P460', 'P5137', 'P108'])"
Q2424945,P19,where was thomas j. cason born,dict_keys([]),dict_values([])
Q498091,P175,which album is time further out from,dict_keys(['followed by']),dict_values(['P156'])
Q4582857,P20,which city did peter lindgren die,"dict_keys(['father', 'spouse', 'child', 'cast member', 'different from', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P161', 'P1889', 'P3373'])"
Q7796071,P413,What is the soccer position of thor jørgen spurkeland,dict_keys([]),dict_values([])
Q1453820,P495,what country produced the film black peter,dict_keys(['notable work']),dict_values(['P800'])
Q130232,P136,Which movie is a drama?,"dict_keys(['subclass of', 'instance of', 'genre', ""category's main topic"", 'field of work', 'composer', 'main subject', 'category combines topics', 'facet of', 'different from'])","dict_values(['P279', 'P31', 'P136', 'P301', 'P101', 'P86', 'P921', 'P971', 'P1269', 'P1889'])"
Q11102,P19,Name a person born in geseke.,"dict_keys(['place of birth', 'place of death', 'shares border with', 'located in the administrative territorial entity', 'twinned administrative body', 'work location', 'named after', 'location', ""category's main topic"", 'residence', 'main subject', 'category combines topics'])","dict_values(['P19', 'P20', 'P47', 'P131', 'P190', 'P937', 'P138', 'P276', 'P301', 'P551', 'P921', 'P971'])"
Q456958,P20,where did william gaddis die,"dict_keys(['father', 'author', 'influenced by', 'winner'])","dict_values(['P22', 'P50', 'P737', 'P1346'])"
Q1468857,P136,what kinds of movie is stitch! the movie,"dict_keys(['present in work', 'followed by', 'fictional universe described in', 'first appearance'])","dict_values(['P1441', 'P156', 'P1445', 'P4584'])"
Q280658,P413,who played forward for colchester united,"dict_keys(['position played on team / speciality', 'position held', 'subclass of', 'located in the administrative territorial entity', ""category's main topic"", 'fictional analog of', 'item for this sense', 'opposite of'])","dict_values(['P413', 'P39', 'P279', 'P131', 'P301', 'P1074', 'P5137', 'P461'])"
Q7081999,P495,What country is okie noodling from?,dict_keys([]),dict_values([])
Q2713775,P140,"what religion does  afonso, prince of portugal belong to",dict_keys([]),dict_values([])
Q15063919,P106,What is marina azizyan's career,"dict_keys(['spouse', 'production designer'])","dict_values(['P26', 'P2554'])"
Q3507286,P19,Where was sylvie bourque's place of birth?,dict_keys(['cast member']),dict_values(['P161'])
Q433993,P106,what is samuel wallis's profession?,"dict_keys(['main subject', 'author', 'named after'])","dict_values(['P921', 'P50', 'P138'])"
Q7761956,P364,what language is the movie the sacketts in,dict_keys([]),dict_values([])
Q16018825,P20,where did calvin leavy die,dict_keys([]),dict_values([])
Q437952,P172,"what is richard de clare, 2nd earl of pembroke's ethnicity","dict_keys(['father', 'spouse', 'child', 'commissioned by', 'main subject', 'depicts'])","dict_values(['P22', 'P26', 'P40', 'P88', 'P921', 'P180'])"
Q183412,P264,who is the artist of the label emi?,"dict_keys(['has part(s)', 'record label', 'said to be the same as', 'employer', 'founded by', 'publisher', 'owned by', 'follows', 'operator', 'manufacturer', 'developer', 'producer', 'followed by', 'parent organization', 'distributed by', 'category combines topics', 'different from', 'replaces', 'sponsor', 'production company', 'has subsidiary', ""category's main topic"", 'copyright holder'])","dict_values(['P527', 'P264', 'P460', 'P108', 'P112', 'P123', 'P127', 'P155', 'P137', 'P176', 'P178', 'P162', 'P156', 'P749', 'P750', 'P971', 'P1889', 'P1365', 'P859', 'P272', 'P355', 'P301', 'P3931'])"
Q1443723,P27,What country is frank burr mallory from?,"dict_keys(['influenced by', 'author'])","dict_values(['P737', 'P50'])"
Q611584,P21,What gender is antónio de abreu?,dict_keys([]),dict_values([])
Q1107,P136,What's a anime film in the cutie honey franchise,"dict_keys(['instance of', 'product or material produced', 'main subject', 'item for this sense', 'different from', 'genre', 'field of work', 'has part(s)', 'subclass of', 'industry', 'category combines topics', ""category's main topic"", 'facet of', 'is a list of', 'influenced by', 'named after', 'part of', 'fabrication method', 'used by', 'template has topic', 'interested in', 'is metaclass for', 'opposite of', 'typically sells', 'category contains'])","dict_values(['P31', 'P1056', 'P921', 'P5137', 'P1889', 'P136', 'P101', 'P527', 'P279', 'P452', 'P971', 'P301', 'P1269', 'P360', 'P737', 'P138', 'P361', 'P2079', 'P1535', 'P1423', 'P2650', 'P8225', 'P461', 'P7163', 'P4224'])"
Q3542597,P404,what mode can the game crude buster be played,dict_keys([]),dict_values([])
Q6114114,P19,what is the place of birth of jack miller,dict_keys(['named after']),dict_values(['P138'])
Q1157743,P140,Which religion does dakin matthews practice,"dict_keys(['cast member', 'performer', 'executive producer'])","dict_values(['P161', 'P175', 'P1431'])"
Q645786,P86,what is the music on the film control,dict_keys([]),dict_values([])
Q2086913,P421,what is located in north american central time zone?,"dict_keys(['part of', 'located in time zone'])","dict_values(['P361', 'P421'])"
Q336286,P413,which football player is a defender,"dict_keys(['position played on team / speciality', 'subclass of', ""category's main topic"", 'position held', 'occupation', 'composer', 'item for this sense', 'subject has role', 'different from', 'category combines topics', 'fictional analog of', 'opposite of'])","dict_values(['P413', 'P279', 'P301', 'P39', 'P106', 'P86', 'P5137', 'P2868', 'P1889', 'P971', 'P1074', 'P461'])"
Q287460,P20,where did angus wilson pass away?,"dict_keys(['author', 'category combines topics', 'depicts', 'after a work by', 'main subject'])","dict_values(['P50', 'P971', 'P180', 'P1877', 'P921'])"
Q348199,P413,what position has v ever played,dict_keys(['participant']),dict_values(['P710'])
Q4001149,P19,where was tyler riggs born,dict_keys(['cast member']),dict_values(['P161'])
Q43343,P136,which album is of the genre folk music,"dict_keys(['item for this sense', 'field of work', 'movement', 'genre', 'subclass of', 'influenced by', 'different from', 'instance of', 'radio format', 'named after', 'part of', 'main subject', 'category combines topics', ""category's main topic"", 'occupation', 'has use', 'field of this occupation', 'is metaclass for', 'template has topic', 'facet of'])","dict_values(['P5137', 'P101', 'P135', 'P136', 'P279', 'P737', 'P1889', 'P31', 'P415', 'P138', 'P361', 'P921', 'P971', 'P301', 'P106', 'P366', 'P425', 'P8225', 'P1423', 'P1269'])"
Q15053595,P136,What type of music does small towns burn a little slower perform,dict_keys([]),dict_values([])
Q2413607,P364,Which language is the film shelter in,dict_keys([]),dict_values([])
Q3091734,P20,what was the place of death of mahmoud hessaby,dict_keys([]),dict_values([])
Q505354,P131,"what is a town found in fountain county, indiana?","dict_keys(['located in the administrative territorial entity', 'shares border with', 'place of birth', 'contains the administrative territorial entity', 'location', 'category combines topics', ""category's main topic"", 'capital of', 'operating area'])","dict_values(['P131', 'P47', 'P19', 'P150', 'P276', 'P971', 'P301', 'P1376', 'P2541'])"
Q763357,P20,Where did Hugh Willoughby die?,dict_keys(['main subject']),dict_values(['P921'])
Q6738000,P136,what genre is major/minor,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q6788792,P413,What position does matt herkenhoff play,dict_keys([]),dict_values([])
Q12078,P509,who has died of cancer,"dict_keys(['cause of death', 'main subject', 'instance of', 'field of work', 'named after', 'regulates (molecular biology)', 'has use', 'part of', 'opposite of', 'industry', 'subclass of', 'has cause', 'symptoms and signs', ""category's main topic"", 'medical condition', 'possible treatment', 'inspired by', 'category combines topics', 'vaccine for', 'medical condition treated', 'interested in', 'studies', 'suggests the existence of', 'item for this sense', 'therapeutic area', 'positive prognostic predictor for', 'negative prognostic predictor for', 'established from medical condition', 'facet of', 'has effect', 'different from'])","dict_values(['P509', 'P921', 'P31', 'P101', 'P138', 'P128', 'P366', 'P361', 'P461', 'P452', 'P279', 'P828', 'P780', 'P301', 'P1050', 'P924', 'P941', 'P971', 'P1924', 'P2175', 'P2650', 'P2578', 'P5132', 'P5137', 'P4044', 'P3358', 'P3359', 'P5166', 'P1269', 'P1542', 'P1889'])"
Q1180823,P136,which genre of does dead man's bones belong to,dict_keys([]),dict_values([])
Q6862097,P364,what language is spoken in mimi,dict_keys(['derivative work']),dict_values(['P4969'])
Q7563359,P136,What is the cvg genre of sorcerer lord?,dict_keys([]),dict_values([])
Q6013138,P364,whats the language used in the tv program in with the flynns,dict_keys([]),dict_values([])
Q12875361,P20,where did giorgos nezos pass away,dict_keys(['cast member']),dict_values(['P161'])
Q7308292,P413,what position does reggie rembert play,dict_keys([]),dict_values([])
Q4877680,P175,Who was the artist of the album beautiful chaos: greatest hits live,dict_keys([]),dict_values([])
Q1185162,P136,what musical genre is the album demanufacture,"dict_keys(['followed by', 'part of', 'follows'])","dict_values(['P156', 'P361', 'P155'])"
Q4357481,P21,what gender does kaveh pahlavan belong to,dict_keys(['editor']),dict_values(['P98'])
Q16736711,P19,Where was jb gill born,dict_keys(['cast member']),dict_values(['P161'])
Q114123,P131,what location can be found in hot springs county,"dict_keys(['place of birth', 'shares border with', 'located in the administrative territorial entity', 'location', 'category combines topics', ""category's main topic"", 'contains the administrative territorial entity', 'different from', 'capital of'])","dict_values(['P19', 'P47', 'P131', 'P276', 'P971', 'P301', 'P150', 'P1889', 'P1376'])"
Q5487281,P20,where did frank hoffman die?,dict_keys([]),dict_values([])
Q703552,P140,which sect of christianity is edwin frederick o'brien a member of,"dict_keys(['consecrator', 'participant'])","dict_values(['P1598', 'P710'])"
Q540346,P421,waynesboro belongs to what timezone,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'place of death', 'capital', 'contains the administrative territorial entity', 'location', 'licensed to broadcast to', 'residence', 'place of publication'])","dict_values(['P19', 'P131', 'P20', 'P36', 'P150', 'P276', 'P1408', 'P551', 'P291'])"
Q12152,P509,whats the name of a someone who has died of myocardial infarction,"dict_keys(['cause of death', 'main subject', 'medical condition treated', 'significant event', 'has cause', 'subclass of', 'genetic association', ""category's main topic"", 'therapeutic area', 'may prevent', 'item for this sense', 'medical condition', 'facet of', 'has effect', 'military casualty classification', 'Wikidata property example', 'different from', 'category combines topics'])","dict_values(['P509', 'P921', 'P2175', 'P793', 'P828', 'P279', 'P2293', 'P301', 'P4044', 'P4954', 'P5137', 'P1050', 'P1269', 'P1542', 'P1347', 'P1855', 'P1889', 'P971'])"
Q3899724,P140,what creed does ashok kumar practice,"dict_keys(['father', 'director', 'child', 'screenwriter', 'cast member', 'producer', 'director of photography', 'relative', 'winner', 'sibling', 'main subject', 'different from'])","dict_values(['P22', 'P57', 'P40', 'P58', 'P161', 'P162', 'P344', 'P1038', 'P1346', 'P3373', 'P921', 'P1889'])"
Q5292990,P20,where did don leeson die,dict_keys([]),dict_values([])
Q216364,P264,what artists are under epic records?,"dict_keys(['record label', 'employer', 'publisher', 'operator', 'distributed by', 'different from', 'category combines topics', 'owner of', 'has subsidiary', 'production company', ""category's main topic""])","dict_values(['P264', 'P108', 'P123', 'P137', 'P750', 'P1889', 'P971', 'P1830', 'P355', 'P272', 'P301'])"
Q16262848,P509,what did sonia saviange die from,dict_keys(['cast member']),dict_values(['P161'])
Q439206,P136,what kind of show is the alaska kid,dict_keys(['derivative work']),dict_values(['P4969'])
Q5042640,P57,Which 1954 film did carlos schlieper directed?,"dict_keys(['spouse', 'director', 'screenwriter', 'producer', 'category combines topics'])","dict_values(['P26', 'P57', 'P58', 'P162', 'P971'])"
Q436991,P509,what condition did alexander melville bell die of,"dict_keys(['father', 'spouse', 'discoverer or inventor', 'creator', 'main subject', ""category's main topic"", 'sibling'])","dict_values(['P22', 'P26', 'P61', 'P170', 'P921', 'P301', 'P3373'])"
Q1048902,P413,what's the name of a pitcher,"dict_keys(['position played on team / speciality', 'participant', 'occupation', 'position held', 'has part(s)', 'depicts', ""category's main topic"", 'subclass of', 'item for this sense'])","dict_values(['P413', 'P710', 'P106', 'P39', 'P527', 'P180', 'P301', 'P279', 'P5137'])"
Q1995450,P140,What religion does paolo vernazza fallow,dict_keys([]),dict_values([])
Q722276,P65,where discovered 1997 leverrier,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q956020,P287,what game is designed by toru iwatani,"dict_keys(['creator', 'cast member', 'designed by'])","dict_values(['P170', 'P161', 'P287'])"
Q460414,P50,what was written by louise penny,"dict_keys(['author', 'creator', 'winner'])","dict_values(['P50', 'P170', 'P1346'])"
Q4998276,P421,what time zone is burdett in?,"dict_keys(['place of birth', 'shares border with'])","dict_values(['P19', 'P47'])"
Q140013,P140,what is sergius and bacchus's religion?,"dict_keys(['named after', ""category's main topic"", 'dedicated to', 'member of', 'follows', 'main subject', 'patron saint', 'depicts', 'category combines topics'])","dict_values(['P138', 'P301', 'P825', 'P463', 'P155', 'P921', 'P417', 'P180', 'P971'])"
Q6794994,P106,What type of profession does max marcin have?,"dict_keys(['director', 'author', 'screenwriter', 'producer'])","dict_values(['P57', 'P50', 'P58', 'P162'])"
Q1388450,P495,what country filmed along the ridge,dict_keys([]),dict_values([])
Q3015339,P172,which danish american is an actress?,"dict_keys(['ethnic group', 'subclass of', ""category's main topic"", 'has part(s)', 'item for this sense'])","dict_values(['P172', 'P279', 'P301', 'P527', 'P5137'])"
Q2267609,P264,which album is created by marcos curiel,dict_keys(['has part(s)']),dict_values(['P527'])
Q188492,P170,Name the Family Guy spin off show that seth macfarlane created,"dict_keys(['screenwriter', 'creator', 'director', 'composer', 'child', 'cast member', 'author', 'producer', 'voice actor', 'founded by', 'performer', 'presenter', 'lyrics by', 'category combines topics', 'film editor', 'winner', 'main subject', 'executive producer', 'sibling', 'art director', 'director / manager'])","dict_values(['P58', 'P170', 'P57', 'P86', 'P40', 'P161', 'P50', 'P162', 'P725', 'P112', 'P175', 'P371', 'P676', 'P971', 'P1040', 'P1346', 'P921', 'P1431', 'P3373', 'P3174', 'P1037'])"
Q675070,P19,Who was born in san clemente?,"dict_keys(['place of birth', 'place of death', 'located in the administrative territorial entity', 'shares border with', 'headquarters location', 'residence', 'location of formation', 'item for this sense', 'location', 'place of publication', ""category's main topic"", 'category combines topics', 'applies to jurisdiction', 'licensed to broadcast to'])","dict_values(['P19', 'P20', 'P131', 'P47', 'P159', 'P551', 'P740', 'P5137', 'P276', 'P291', 'P301', 'P971', 'P1001', 'P1408'])"
Q319221,P136,what film is considered an adventure film?,"dict_keys(['subclass of', ""category's main topic"", 'instance of', 'genre', 'is a list of', 'category combines topics', 'main subject', 'item for this sense'])","dict_values(['P279', 'P301', 'P31', 'P136', 'P360', 'P971', 'P921', 'P5137'])"
Q49085,P172,what has an african american background,"dict_keys(['part of', 'commemorates', 'ethnic group', 'has part(s)', 'target', 'depicts', 'country of citizenship', 'instance of', 'field of work', 'owned by', 'founded by', 'subclass of', ""category's main topic"", 'dedicated to', 'main subject', 'item for this sense', 'intended public', 'studies', 'culture', 'has part(s) of the class', 'category combines topics', ""Wikimedia portal's main topic"", 'facet of', 'heritage designation', 'different from'])","dict_values(['P361', 'P547', 'P172', 'P527', 'P533', 'P180', 'P27', 'P31', 'P101', 'P127', 'P112', 'P279', 'P301', 'P825', 'P921', 'P5137', 'P2360', 'P2578', 'P2596', 'P2670', 'P971', 'P1204', 'P1269', 'P1435', 'P1889'])"
Q4752988,P495,which country did ancients behaving badly originate from,dict_keys([]),dict_values([])
Q1400086,P149,what is an example of a  federal architecture building,"dict_keys(['architectural style', 'category combines topics', ""category's main topic""])","dict_values(['P149', 'P971', 'P301'])"
Q2016684,P20,where did  ayas mehmed pasha die,dict_keys(['characters']),dict_values(['P674'])
Q2058066,P136,under what netflix genre would you find patrick still lives,dict_keys([]),dict_values([])
Q1303525,P65,where was 7939 asphaug discovered,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q493196,P21,Is zhang jie a man or a woman,"dict_keys(['performer', 'spouse', 'Wikidata property example', 'different from'])","dict_values(['P175', 'P26', 'P1855', 'P1889'])"
Q1199490,P136,What genre is mouse wreckers,dict_keys([]),dict_values([])
Q3126013,P19,where was halit akçatepe born,"dict_keys(['child', 'cast member', 'category combines topics'])","dict_values(['P40', 'P161', 'P971'])"
Q4141380,P112,which organization was founded by thomas lee,"dict_keys(['spouse', 'child', 'father', 'sibling', 'named after'])","dict_values(['P26', 'P40', 'P22', 'P3373', 'P138'])"
Q12152,P509,Who died from a myocardial infarction?,"dict_keys(['cause of death', 'main subject', 'medical condition treated', 'significant event', 'has cause', 'subclass of', 'genetic association', ""category's main topic"", 'therapeutic area', 'may prevent', 'item for this sense', 'medical condition', 'facet of', 'has effect', 'military casualty classification', 'Wikidata property example', 'different from', 'category combines topics'])","dict_values(['P509', 'P921', 'P2175', 'P793', 'P828', 'P279', 'P2293', 'P301', 'P4044', 'P4954', 'P5137', 'P1050', 'P1269', 'P1542', 'P1347', 'P1855', 'P1889', 'P971'])"
Q690308,P710,which government executed the kerensky offensive,"dict_keys(['conflict', 'part of', 'main subject'])","dict_values(['P607', 'P361', 'P921'])"
Q964012,P136,what language is the movie intimate strangers spoken,dict_keys([]),dict_values([])
Q14715426,P149,What is the architectural style of the c.j.h. bassett house?,dict_keys([]),dict_values([])
Q7405242,P19,which country was sally obermeder born,dict_keys([]),dict_values([])
Q5967378,P136,what is an example of a speculative fiction book,dict_keys([]),dict_values([])
Q187726,P136,"what genre is the film monsters, inc.","dict_keys(['follows', ""category's main topic"", 'present in work', 'notable work', 'fictional universe described in'])","dict_values(['P155', 'P301', 'P1441', 'P800', 'P1445'])"
Q596054,P86,who composed love is a stranger,dict_keys(['recording or performance of']),dict_values(['P2550'])
Q130232,P136,which 2007 drama film stars penelope cruz?,"dict_keys(['subclass of', 'instance of', 'genre', ""category's main topic"", 'field of work', 'composer', 'main subject', 'category combines topics', 'facet of', 'different from'])","dict_values(['P279', 'P31', 'P136', 'P301', 'P101', 'P86', 'P921', 'P971', 'P1269', 'P1889'])"
Q1051824,P175,what is cave in's album,"dict_keys(['performer', 'category combines topics'])","dict_values(['P175', 'P971'])"
Q361,P607,who was a military personnel involved in world war i?,"dict_keys(['part of', 'cause of death', 'commemorates', 'has part(s)', 'history of topic', 'main subject', 'time period', 'has use', 'set in period', 'permanent duplicated item', 'part of the series', 'depicts', 'subclass of', ""category's main topic"", 'significant event', 'participant', 'place of death', 'instance of', 'dedicated to', 'has cause', 'field of work', 'narrative location', 'genre', 'named after', 'follows', 'conflict', 'category combines topics', 'manner of death', ""Wikimedia portal's main topic"", 'facet of', 'valid in period', 'participant in', 'inscription mentions', 'commander of (DEPRECATED)', 'contributing factor of', 'immediate cause of', 'template has topic', 'has contributing factor', 'Wikidata property example', 'has effect', 'end cause'])","dict_values(['P361', 'P509', 'P547', 'P527', 'P2184', 'P921', 'P2348', 'P366', 'P2408', 'P2959', 'P179', 'P180', 'P279', 'P301', 'P793', 'P710', 'P20', 'P31', 'P825', 'P828', 'P101', 'P840', 'P136', 'P138', 'P155', 'P607', 'P971', 'P1196', 'P1204', 'P1269', 'P1264', 'P1344', 'P6568', 'P598', 'P1537', 'P1536', 'P1423', 'P1479', 'P1855', 'P1542', 'P1534'])"
Q365381,P21,what sex is rafael carrera,"dict_keys(['spouse', 'founded by', ""category's main topic"", 'main subject'])","dict_values(['P26', 'P112', 'P301', 'P921'])"
Q2086913,P421,what city and state is located in the north american central time zone,"dict_keys(['part of', 'located in time zone'])","dict_values(['P361', 'P421'])"
Q869669,P344,who did the cinematography for the film king creole,"dict_keys(['music created for', 'follows', 'part of', 'followed by'])","dict_values(['P9899', 'P155', 'P361', 'P156'])"
Q7340167,P27,Where is rob greenberg from?,"dict_keys(['director', 'screenwriter'])","dict_values(['P57', 'P58'])"
Q6215013,P21,what is the gender of johan driza?,dict_keys([]),dict_values([])
Q4873030,P710,which country was involved in the battle of the transdanubian hills,dict_keys([]),dict_values([])
Q5481869,P21,is kristjan sarv male or female,dict_keys(['cast member']),dict_values(['P161'])
Q525,P398,What orbits the sun,"dict_keys(['part of', 'parent astronomical body', 'depicts', 'named after', 'instance of', 'field of work', 'powered by', 'has part(s)', 'source of energy', 'made from material', ""category's main topic"", 'location', 'domain of saint or deity', 'permanent duplicated item', 'uses', 'child astronomical body', 'item for this sense', 'main subject', 'narrative location', 'has cause', 'category combines topics', 'inspired by', 'fictional analog of', 'home world', 'represents', 'facet of', 'destination point', 'template has topic', 'has contributing factor', 'different from', 'Wikidata property example', 'model item', 'has pattern', 'based on'])","dict_values(['P361', 'P397', 'P180', 'P138', 'P31', 'P101', 'P516', 'P527', 'P618', 'P186', 'P301', 'P276', 'P2925', 'P2959', 'P2283', 'P398', 'P5137', 'P921', 'P840', 'P828', 'P971', 'P941', 'P1074', 'P1165', 'P1268', 'P1269', 'P1444', 'P1423', 'P1479', 'P1889', 'P1855', 'P5869', 'P5422', 'P144'])"
Q4943812,P136,which type of show was boot camp,dict_keys([]),dict_values([])
Q964997,P179,what series is the legend of zelda: four swords adventures a part of,dict_keys(['present in work']),dict_values(['P1441'])
Q474194,P50,what work was amory lovins the author of,"dict_keys(['author', 'winner'])","dict_values(['P50', 'P1346'])"
Q1681599,P19,Where was peter gruber born?,dict_keys([]),dict_values([])
Q4738661,P413,what position does alyn beals play,dict_keys([]),dict_values([])
Q1054574,P136,what are titles of romance films,"dict_keys(['subclass of', 'composer', ""category's main topic"", 'genre', 'category combines topics', 'item for this sense', 'facet of'])","dict_values(['P279', 'P86', 'P301', 'P136', 'P971', 'P5137', 'P1269'])"
Q1129393,P20,Where did sándor lestyán pass away?,dict_keys(['spouse']),dict_values(['P26'])
Q3943419,P31,what kind of celestial body is bd+60 2522,dict_keys([]),dict_values([])
Q7741677,P264,Who is the inbreds signed to,dict_keys(['performer']),dict_values(['P175'])
Q14781693,P495,Where did the film im still originate?,dict_keys([]),dict_values([])
Q2981324,P179,which tv series contains the purple piano project,"dict_keys(['follows', 'followed by', 'has part(s)', 'first appearance'])","dict_values(['P155', 'P156', 'P527', 'P4584'])"
Q6895044,P404,what game is played on multiplayer mode?,"dict_keys(['game mode', 'has use', 'subclass of', 'genre', ""category's main topic"", 'different from', 'product or material produced', 'industry', 'opposite of', 'input method'])","dict_values(['P404', 'P366', 'P279', 'P136', 'P301', 'P1889', 'P1056', 'P452', 'P461', 'P479'])"
Q1054574,P136,what is the title of a 1929 silent mountain  romance film,"dict_keys(['subclass of', 'composer', ""category's main topic"", 'genre', 'category combines topics', 'item for this sense', 'facet of'])","dict_values(['P279', 'P86', 'P301', 'P136', 'P971', 'P5137', 'P1269'])"
Q8253,P136,what is the name of a fiction book featuring a collection of short stories,"dict_keys(['item for this sense', 'instance of', 'field of work', 'genre', 'movement', 'named after', 'subclass of', ""category's main topic"", 'opposite of', 'influenced by', 'is a list of', 'main subject', ""topic's main category"", 'facet of', 'different from', 'category combines topics', 'interested in', 'has part(s) of the class', 'category contains', 'has quality', 'occupation', 'is metaclass for', 'part of', 'manifestation of', 'has part(s)', 'form of creative work'])","dict_values(['P5137', 'P31', 'P101', 'P136', 'P135', 'P138', 'P279', 'P301', 'P461', 'P737', 'P360', 'P921', 'P910', 'P1269', 'P1889', 'P971', 'P2650', 'P2670', 'P4224', 'P1552', 'P106', 'P8225', 'P361', 'P1557', 'P527', 'P7937'])"
Q16012835,P27,which country is archie marshek from,dict_keys(['film editor']),dict_values(['P1040'])
Q4953898,P21,Who is a female?,dict_keys([]),dict_values([])
Q936302,P58,who made the film scooby-doo,"dict_keys(['present in work', 'follows', 'has part(s)', 'first appearance', 'derivative work'])","dict_values(['P1441', 'P155', 'P527', 'P4584', 'P4969'])"
Q25989,P421,what is a location that is located in  central european time zone,"dict_keys(['located in time zone', 'main subject', 'said to be the same as'])","dict_values(['P421', 'P921', 'P460'])"
Q19842222,P136,What is the name of a popular crime fiction film,dict_keys([]),dict_values([])
Q59630,P19,what is roddy piper's birthplace,"dict_keys(['cast member', 'voice actor', 'relative'])","dict_values(['P161', 'P725', 'P1038'])"
Q1710013,P495,Which country filmed joy of living,dict_keys([]),dict_values([])
Q5351495,P136,what is the genre of the album el lado oscuro?,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q16636343,P136,what genre is fix me on netflix,dict_keys([]),dict_values([])
Q2357360,P175,who is the artist for the album  future blues,"dict_keys(['follows', 'different from'])","dict_values(['P155', 'P1889'])"
